,Email Text,Label
13708,empty,1
8023,"give your pc a tune - up with system mechanic if you want to make sure that emails from realnetworks go to your inbox and not to your junk mail folder , add news @ real - email . net to your address book . your ultimate arsenal for improving pc performance ! system mechanic uses 15 powerful tools to keep your pc running faster , cleaner and error - free . download now take your pc to a whole new level of performance . increase download speeds by up to 300 % optimize internet and network connections find and remove duplicate , obsolete and junk files permanently delete files you don ' t want others to see find and repair broken windows shortcuts ensure your privacy on the internet - works with ie and netscape safely install new software and programs so much more ! download system mechanic now if you do not wish to receive e - mails from us in the future , click here to unsubscribe . need customer support ? contact us at : http : / / service . real . com / realone have questions regarding our email privacy policy ? contact us at : email privacy policy group realnetworks , inc . p . o . box 91123 seattle , wa 98111 - 9223 privacy policy 2005 realnetworks , inc . patents pending . all rights reserved . realnetworks , realplayer and real . com are trademarks or registered trademarks of realnetworks , inc . all other companies or products listed herein are trademarks or registered trademarks of their respective owners .",1
9005,"Tech Update TodayVITAL SIGNS FOR JULY 17, 2002David Berlind
Where TabletPC will succeed--and why
OK, OK, you readers were right all along. I now believe that Microsoft""s TabletPC can be a big hit. Where? Vertical markets. Why? Development tools.
Why you won't be buying one from DellLatest from ZDNet News
CERT: Security reports multiplying
Microsoft squashes Windows 2000 bugsSun's ID software gets a Liberty face-liftMobile slump puts the bite on Bluetooth
'Rainbow' coalition to spread wirelessHandspring courts corporate buyers
Apple patches serious security holeMore Enterprise News
Farber's PicksDanFarberSlowing sales shrinking Intel workforceIntel announced lower-than-expected earnings yesterday and that 4,000 jobs (5 percent of its staff) would be eliminated this year. This may bring Intel's margins back in line, but the overall outlook is not bright in the coming months, despite Federal Reserve Chairman Alan Greenspan's optimism about a more timely recovery.Read the full story
VMware ups consolidation anteThe new version of VMware's lower-end server product is slated to run atop the latest versions of Linux  from SuSE, 
MandrakeSoft and Red Hat, as well as Microsoft Windows .Net Server due this year. Offering more Intel-server based 
consolidation opportunities than ever, GSX Server 2.0 includes support for AMD's Athlon XP and Intel's Xeon 
processors.
Read the full story
Server consolidation eases system management
Software contracts: Clause for alarmIn the high-stakes game of corporate software negotiations, the silver-tongued sales rep isn't your biggest challenge: It's 
the language in the contracts. Enterprise customers spend surprisingly little time pouring over the fine print of 
multi-million dollar software contracts that are rife with obscure terminology, vague expansion charges, and mind-boggling 
license conversions. As a result, they end up paying in ways they had never imagined long after the deal is signed. Just 
ask California.
Read the fine print
Six steps to the best TCO with Linux
Don't just bring in Linux as yet another OS to manage. To help you determine whether Linux offers better TCO than Windows, 
Gartner examines the benefits and pitfalls of deploying Linux-based servers.
 
Read the full storyRack server a la modeWith its Xserve rack-mount server, Apple is moving into enterprise territory. The specs are impressive: Dual 1GHz 
PowerPC G4s, up to 2GB DDR SDRAM, two 64-bit 66MHz PCI slots (plus a third combination PCI/AGP slot), dual Gigabit Ethernet, 
FireWire and USB ports, and four Ultra ATA/100 Apple Drive Module bays. But Bill O'Brien thinks Apple's 
licensing may be even more appealing than the hardware.Read the full storyA notebook with desktop muscle
WinBook's big and heavy J4 uses a desktop Pentium 4 and leaves mobile P4-M notebooks in the dust. That means heavy 
lifting for your spreadsheets--and your shoulders. If you travel only occasionally and need top performance, this 
might be the sole computer for you. Read the full review
Write me at dan.farber@cnet.com
Back to topAlso on Tech Update Today
FEATUREÂ Top 10 Web services security requirementsSecurity is a critical, yet often overlooked, aspect of Web services development. Consider these requirements when 
working with your next project. 
 DOWNLOADSÂ Stamp out the bugs
Does your code need a once-over? Debug your software with this collection of tools and utilities designed to locate 
and correct programming mistakes, track defects, and more.
 
PREVIOUSLY ON TECH UPDATE TODAYÂ Bridging the gap between Liberty and Microsoft
It appears that we are closer to a solution for single sign-on. But what if Microsoft chooses not to support Liberty's specifications?
Microsoft stresses security for Exchange
The software giant plans to improve the Exchange Server e-mail system in the software's first major upgrade in nearly 
two years.Crucial Clicks--products worth looking at
MONITORSA Porsche you can afford
Samsung paired up with F.A. Porsche designers to deliver the SyncMaster 171P, a sleek, 17-inch LCD.Read reviewMost Popular ProductsMonitors
1. Samsung SyncMaster 151S
2. NEC MultiSync 1550V
3. Envision EN-5100e
4. Samsung SyncMaster 570 V
5. Samsung SyncMaster 955 DF
More popular monitors
Elsewhere on ZDNetNeed a memory upgrade? Find out with CNET's Memory Configurator.Clearance Center: Get discounts on PCs, PDAs, MP3 players and more!Find out the top 10 Web services security requirements at Tech Update.Builder.com shows you how to bring Java to the masses with Cold Fusion MX.Check out thousands of IT job listings in ZDNet's Career Center.Â 
Â 
Sign up for more free newsletters from ZDNetThe e-mail address for your subscription isÂ qqqqqqqqqq-zdnet@spamassassin.taint.orgUnsubscribeÂ | 
        Â Manage 
        My SubscriptionsÂ |Â FAQÂ | 
        Â Advertise
Home |eBusiness | Security | Networking | Applications | Platforms | Hardware | Contact us
        Copyright 2002 CNET Networks, Inc. All rights reserved. ZDNet is a registered service mark of CNET Networks, Inc.          ",0
5429,"penny stocks are about timing nomad international inc . ( ndin ) a multi - national internet communications company developing cost effective telecommunications through voice over internet protocol ( voip ) technologies . shares outstanding : 34 , 0 oo , 000 float : 4 , 000 , 0 oo current price : o . 09 wiil it continue higher ? watch this one friday as we know many of you like momentum . breaking news ! ! may 18 - - nomad international inc . ( ndin ) commented today on the recent announcement by the canadian radio - teievision and teiecommunications commission ( crtc ) that they would reguiate voice over internet protoco | ( voip ) service only when it is provided and used as local telephone service . in its decision , the crtc determined that in an effort to buiid sustainable competition in | ocal teiephone markets , the incumbent carriers wiil not be permitted to price their local voip services below cost to stifie competition . the ruling is a very positive one for nomad in our efforts to enter the canadian market with our products via internet service providers , cabie companies and virtual operators . the ruling permits us to enter the market with a competitive framework , stated jan oiiver , ceo of nomad internationa | inc . the key to nomad ' s entry into the voip market is the ability of its products to offer services to both broadband and dia | - up customers . though broadband is gaining more and more acceptance and utiiization worldwide , dial - up remains the primary source of internet connectivity . in the u . s . alone , there are over 200 , oo 0 , 000 users of the internet . of the tota | users in the u . s . , the total number of users of broadband is only approximately 4 o , 0 oo , 00 o ; ( stats by the yankee group ) dia | - up therefore represents approximately 8 o % of the entire internet connectivity market . the percentage of dia | - up versus broadband users woridwide is even higher . nomad ' s ability to offer voip products to dial - up customers and service providers not only offers significant potentia | for market penetration , but also sets the company apart from its competition in the marketplace by offering a unique , proprietary and easiiy adaptabie product . about nomad international inc . nomad international inc . is a muiti - national internet communications company deveioping cost effective telecommunications through voice over internet protocol ( voip ) technoiogies . the company ' s revolutionary voip product line ca | | ed nomad systems that has dia | - up , broadband , dsl , cable , sate | | ite and wireless capabilities . the company pians on targeting : 1 ) national fixed | ine ii iii tier carriers which are interested in effectively competing with the dominant carrier in their marketpiace , 2 ) large muitinationa | corporations which need to have us or european presence by having , ( for exampie ) , a united states number ringing in their offices in guatemala or london - - offering business partners a more economical way to communicate , and 3 ) immigrants in north america , a means of significantiy | owering their communication expense with their reiatives in their country of origin . conclusion : the exampies above show the awesome , earning potential of little known companies that explode onto investor ' s radar screens ; many of you are aiready famiiiar with this . is ndin poised and positioned to do that for you ? then you may feel the time has come to act . . . and piease watch this one trade friday ! go ndin . penny stocks are considered highiy speculative and may be unsuitabie for al | but very aggressive investors . this profiie is not in any way affiliated with the featured company . we were compensated 3 ooo do | | ars to distribute this report . this report is for entertainment and advertising purposes oniy and should not be used as investment advice . if you wish to stop future maiiings , or if you fee | you have been wrongfuily piaced in our membership , please go here or send a biank e mail with no thanks in the subject to noneedl 020 @ yahoo . com",1
16927,"understanding pragmatics ( update ) understanding pragmatics verschueren , jef ( belgian national science foundation , belgium ) ; understanding pragmatics ; publication september 1998 c . 288pp pb 0 340 64623 3 c . 13 . 99 / us $ 19 . 95 hb 0 340 64624 1 c . 40 . 00 / us $ 70 . 00 arnold publishing ( american edition is co-published with oup ) this is the most comprehensive and current introduction to pragmatics . presupposing no background in pragmatics , the author sketches out the theoretical basis of the subject and systematically develops the major theoretical perspectives , to provide a full description of pragmatics as a coherent field of inquiry . the text explores methodological issues , guiding the reader into the existing spectrum of pragmatics-related work . focusing on pragmatics in its broadest sense , the book covers the whole range of social , cultural and cognitive aspects of pragmatics . contents : introduction / overview / the pragmatic perspective / aspects of the meaningful functioning of language / topics and trends . readership : students of linguistics / english language . available on inspection for lecturers ( quote linglist598 ) tel : + 44 ( 0 ) 171 873 6355 fax : + 44 ( 0 ) 171 873 6325 e - mail : milly . neate @ hodder . co . uk",0
4495,"customer trip the july customer trip is right around the corner . i ' m sure you will be hearing more questions from your customers as the day arrives . just in case , here are a few helpful hints . i am currently ( today ) in the process of putting together a to bring list for you customers . just a helpful list of clothing items , sun skin care suggestions , etc . list that they may want to pack . an agenda will be coming shortly after that . as you all know each of your customers are responsible for getting themselves to florida . if for some reason you have a . . . . . . high maintenance customer who is really pushing the issue of us helping them find a flight we will help target some flights they can take . they will still be responsible for the fare . please don ' t freely offer this suggestion only use it as an emergency . i do have the list of each of your customers who have rsvp ' d . if you have any customers who you are afraid may back out please let me know who they are so that i can make a "" glad you ' re coming do you have any questions ? "" phone call a few days before departure to ensure they are still coming . if you have any other questions or concerns , let me know . yvette x 3 . 5953",0
5771,itinerary agent am / am booking ref yu 6 ayc lokay / michelle eb 4150 enron corp date : sep 10 2001 car 18 sep payless san diego ca 24 sep confirmation : 1166358 telephone : 1 800 payless standard 4 w - drive automatic air rate : usd 236 . 86 wy - unl mi xd 236 . 86 - unl xh 236 . 86 - unl rate guaranteed eed guarantee given pick - up : 2727 kettner blvd san diego ca 92101 drop - off : 2727 kettner blvd san diego ca 92101 lokay / michelle soc 0179 rl 110 assistant : audrey robertson 713 345 - 3792 intl tvlrs : carry sos wallet card w / enron assistance info call sos medical emergency : in u . s 800 523 - 6586 call sos medical emergency : intl 215 245 - 4707 ( collect ) all fares are subject to change until ticketed / purchased,0
5231,"summer opportunities hey ! does anyone know of any linguistic-related summer opportunities out there for a college undergraduate ? i ' m interested in something like an anthropological linguistics ( linguistic anthropology , whatever your preference ) program , working on a research project , etc . any ideas ? thanks ! rachel a . lavin rlavin @ emory . edu",0
15688,"fund raising for mit sloan school dear vince , please find the following description of the program that i would like to raise additional funding for . i will follow up today with a phone call to answer any questions you may have . as always we appreciate your time and support . thanks , jozef the eastern european students at mit sloan school of management are preparing an eastern european week to be held in march 2001 . the one - week long program will familiarize our classmates with many of the countries that are going through the post communist transformation . as you well know , eastern europe has a great deal of opportunities for many companies . unfortunately , it also presents many obstacles that make most of the opportunities difficult to capture . because we believe that we can help to eliminate some of these obstacles , we want to bring the eastern european experience to mit sloan school of management . familiarizing the future business leaders with the countries is only one step toward reforming eastern europe , but we believe it is worth our time and effort . during the week , we plan to bring series of lectures addressing the business environment in eastern europe . we want to emphasize especially the success stories from eastern europe . such companies as enron , volkswagen , exxonmobil , gm , and ge have entered the eastern european market and show commitment to stay in it . in at least one panel discussion with academic experts and industry participants we hope to let everyone know that eastern europe is a real place for business . in addition to the educational activities , we are preparing number of cultural events that will introduce the culture of this area . the scope of our program depends greatly on the funds we will be able to raise from our sponsors . in return , we plan to advertise our sponsors in every activity we will do . we will make banners and any other appropriate advertising as desired by the sponsor . should a sponsor be willing to send a speaker for the panel discussion or to give a speech / lecture we would appreciate the enrichment to our program . the advertising will reach nearly 700 sloan students and faculty . in addition , the advertising will reach all newly admitted students , as they will visit our campus for the admit day ( an official program to sell our school to the admitted students ) .",0
10312,"You could try HTTrack, available here: http://www.httrack.com/index.phpIt does recursive grabs of stuff, gets pictures etc.Hello everyone, by the way.-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",0
11604,"goettingen summer school : language development the german linguistics society ( dgfs ) is offering a summer school on language development ( language change and acquisition ) goettingen , 31 august - 14 september 1992 courses : roger lass ( capetown ) : phonological change elizabeth c . traugott ( stanford ) : grammaticalization raimo anttila ( ucla ) : semiotic foundation of linguistic change ans van kemenade ( amsterdam ) : generative approaches to language change suzanne romaine ( oxford ) : pidgin and creole languages ruth berman ( tel aviv ) form and function in first language development melissa ~ ? bwerman / ~ ? ( mpi nijmegen ) & dan slobin ( berkeley ) : cross - linguistic perspectives on language development bbrigitte nerlich ( nottingham ) : theories of language origins ( in german ) wolfgang u . wurzel ( berlin ) : natural grammatical change ( in german ) hartmut schmidt ( berlin ) : german language history ( in german ) kklaus mattheier ( heidelber } g ) : historical sociolinguistics of german ( in germa ) dieter stein ( duesseldorf ) : internal and external factors of language change rosemarie tracy ( tuebingen ) : theories of syntactic change ( in german ) harald clahsen ( duesseldorf ) : acquisition of grammar ( in german ) wolfgang klein ( mpi nijmegen ) second language acquisition ( in german ) ~ ? ino addition , there will be two lecture series . tuition : for students : dm 240 . 00 for university affiliates : dm 480 . 00 for others dm 960 . 00 for more information , contact : hero janssen department of english university of goettingen humboldtallee 13 d-3400 goettingen , feder ~ ? al rrpu } blic of g . tel . + 49-551 - 397575 , - 397546 fax : + 49-551 - 397685",0
15564," Untitled Document         Â        Volume Over 1.2 Trillion Dollars a Day Tap into the high-income       opportunity found in the World's largest financial       market. The Foreign Currency Markets      Discover how: $20,000 ""properly positioned"" in the Euro vs.               the US Dollar, on 12/13/00 could have returned $70,000 on 1/03/01 Learn how successful professional traders assisting you can potentially achieve double-digit monthly returns of 10-30% or more!  Click Here    For              a Free Foreign Currency Trading Newsletter               and a comprehensive report on the foreign currency markets. Click on the link below.    Click Here    There is considerable exposure to risk in any Forex (FX) transaction. Before deciding to         participate in FX trading,you should carefully consider your         objectives, level of experience and risk appetite. Most importantly         don't invest money you can't afford to       lose. If you are receiving this e-mail in error, we sincerely apologize. Simply click on Reply Remove in the subject line. We Honor any and all Remove Requests. Any attempt to disable this Remove acct will only prevent others from being removed. Again, we  apologize for any inconvenience and it wont happen again.     
",1
3995,"> [Guido]
> > Perhaps more useful would be if Tim could check in the pickle(s?)
> > generated by one of his training runs, so that others can see how
> > Tim's training data performs against their own corpora.[Tim]
> I did that yesterday, but seems like nobody bit.I downloaded and played with it a bit, but had no time to do anything
systematic.  It correctly recognized a spam that slipped through SA.
But it also identified as spam everything in my inbox that had any
MIME structure or HTML parts, and several messages in my saved 'zope
geeks' list that happened to be using MIME and/or HTML.So I guess I'll have to retrain it (yes, you told me so :-).> Just in case , I
> uploaded a new version just now.  Since MINCOUNT went away, UNKNOWN_SPAMPROB
> is much less likely, and there's almost nothing that can be pruned away (so
> the file is about 5x larger now).
> 
>     http://sf.net/project/showfiles.php?group_id=61702I'll try this when I have time.--Guido van Rossum (home page: http://www.python.org/~guido/)
",0
4171,"re : visit to houston - - - - - - - - - - - - - - - - - - - - - - forwarded by stinson gibner / hou / ect on 02 / 13 / 2001 04 : 37 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - stinson gibner 02 / 13 / 2001 04 : 36 pm to : nick bambos @ enron cc : subject : re : visit to houston nick , friday , march 9 seems to be better for jim fallon . we are tentatively setting meeting with him , paul racicot , and probably arshak sarkissian who is heading the ip trading effort . let me know if you would like to give a presentation so we can reserve a room and send invitations . it will be fun to see you and giuseppe again . i am looking forward to your visit . regards , stinson nick bambos on 02 / 09 / 2001 11 : 33 : 33 am to : stinson . gibner @ enron . com cc : gappy @ stanford . edu , cope @ csli . stanford . edu subject : re : visit to houston hi stinson , eventually , the team here ( giuseppe , eric , myself ) has converged to two possible dates to propose for a visit : 1 ) friday , march 2 2 ) friday , march 9 how do these look on your side ? we ' ll structure the agenda immediately after we fix the date . i look forward to seeing you again . best , nick stinson . gibner @ enron . com wrote : > > nick , > > i hope things are going well and you are not staying too busy . we should > start planning for your next trip to houston , as i ' m sure your schedule > will be getting full very soon . perhaps you could give the people in > enron broadband an overview of the areas of interest within your research > group . i ' m sure we could also benefit from you views of how the current > technology is evolving . > > are there certain dates which would potentially work for you ? please let > me know by email or give me a call at 713 853 4748 . > > looking forward to talking with you . > > - - stinson",0
17280,"free info . start your own internet consulting business ntsj did you know 4 of the country ' s 10 richest people never graduated from college ? they had the courage to dream , and the wisdom to take advantage of opportunities . do you have the courage and the wisdom to change your life ? you deserve success ! checking out this web site is free , and it could pay off in the form of a dramatically improved lifestyle for you and your loved ones . you will never know unless you check it out now ! invest just one minute to check out this website right now . if you would like to be removed from all future mailings just send and email to erienw 3943 @ freemail . hu",1
16294,"re : dealbench in 2002 louise : we completed an assessment and found that the variable operating costs were not as competitive as other alternatives in the marketplace . george - - - - - original message - - - - - from : kitchen , louise sent : monday , october 08 , 2001 8 : 07 am to : wasaff , george ; piper , greg cc : richter , brad ; pickering , mark ; beck , sally subject : re : dealbench in 2002 george , we are pretty sure dealbench is the cheapest in the market place - we are way below others for costs . do gss use dealbench for all our sourcing now ? louise - - - - - original message - - - - - from : wasaff , george sent : friday , october 05 , 2001 4 : 40 pm to : piper , greg cc : richter , brad ; pickering , mark ; beck , sally ; mesquita , ross ; whalley , greg ; delainey , david ; dietrich , janet ; lavorato , john ; kitchen , louise ; fallon , jim ; mcmahon , jeffrey ; bowen jr . , raymond ; shankman , jeffrey a . ; mcconnell , mike ; mccarty , danny ; sherriff , john ; causey , richard subject : re : dealbench in 2002 greg : as you know , we have used dealbench as our auction platform since inception and have been very pleased with the results . unfortunately , the costs associated with this proprietary platform make it cost prohibitive for enron to sustain . i would suggest that the more prudent approach is to determine the aggregate demand for such services and to utilize gss to contract and manage a third party service / auction platform for corp . and the commercial business units . george - - - - - original message - - - - - from : piper , greg sent : thursday , october 04 , 2001 3 : 58 pm to : delainey , david ; dietrich , janet ; lavorato , john ; kitchen , louise ; fallon , jim ; mcmahon , jeffrey ; bowen jr . , raymond ; shankman , jeffrey a . ; mcconnell , mike ; mccarty , danny ; sherriff , john cc : richter , brad ; pickering , mark ; beck , sally ; wasaff , george ; mesquita , ross ; whalley , greg subject : dealbench in 2002 as you know , we have an application in enw called dealbench . this application allows deal rooms , data rooms and auctions . enw has done a complete review of this application and determined the following : ( 1 ) it is very difficult to build a successful , externally facing business based on the above lines of service in an asp format . outside marketing to external clients for a fee was stopped in july 2001 . ( 2 ) a change in the ecommerce landscape combined with auctioning technology becoming a commodity makes it very difficult to sell the application and associated intellectual property . enw has approached 22 separate companies about a purchase of the software since april with no outright bids . ( 3 ) however , the auction and deal room functionality was used by many internal business units for a variety of reasons . according to expected budgets and expected costs prior to events vs . actual results after auctions and deal rooms occurred , enron business units realized approximately $ 8 million in value . in the past , ena has done 13 data rooms , ees did 2 live auctions , ebs did 3 live auctions , corp . did 4 live auctions , tax did a deal room and nbpl did 2 auctions in addition to the small amount of business that was done by non - enron clients . therefore , the question going forward is if several business units in enron will take the application on an allocated or commitment to services basis for 2002 . the total estimated expense for the application ( depreciation , ongoing technical and commercial support , etc . ) is $ 2 million for 2002 . if a representative of each business unit would get back to me with an answer soon , that would be great . the application works well and has provided real value to enron . if there is not enough interest in it , i will discuss with whalley what we do about potentially shutting it down . thanks . greg piper chief executive officer enron net works , llc _ _ _ _ _",0
4329,"----------------------------------------------------------
>>  GiftCD Offer Newsletter Confirmation August 8th, 2002
----------------------------------------------------------Thank you for your subscription.
As a valued GiftCD subscriber, check out this great 
gift!Thank you for your subscription.
This message was sent to you as a Valued GiftCD
subscriber. Check out this great gift!+--------------------------------------------------------+
911 Anniversary Gift.
+--------------------------------------------------------+Free with NO SHIPPING! Grab one of this hot gift,
available to all Americans for free. (valid until Sep 11)
http://giftcd.com/offers/track_colonialmint.shtml
+--------------------------------------------------------+
FREE ColonialMint $2001 Bush Memorial Dollar Bill
+--------------------------------------------------------+Perfect gift for mom, dad, family members, friends and 
co-workers. Every American should have one.
(Free gift valid for U.S. Residents Only)
http://www.giftcd.com/offers/track_colonialmint.shtml
+--------------------------------------------------------+
~~~ Free 911 Anniv $2001 Dollar gift.
+--------------------------------------------------------+Limited collector item. Grab one of the hottest 
American collection for FREE before Sep 11 2002.
http://giftcd.com/offers/track_colonialmint.shtml
Regards,
Melanie Conell
Gift CD Editorial Team
http://www.giftcd.com
----------------------------------------------------------
>>  Subscription, Disclaimer & Copyright
----------------------------------------------------------This email is part of your GiftCD Newsletter
subscription. If you are no longer interested, 
please forward this email to:
unsubscribenow@giftcd.comIMPORTANT: To protect our subscribers privacy, 
we do not allow third party subscriptions. If you 
receive this email by mistake or your friend subscribe 
for you without your consent, please forward this email 
to us for further investigation. We welcome suggestions, comments and feedback. 
Contact us at: optinsupport@giftcd.com==========================================================
Copyright 2002 GiftCD.com. All rights reserved.
http://xent.com/mailman/listinfo/fork
",1
9198,"vilem mathesius lecture series 13 - prague , nov . 98 the vilem mathesius centre for research and education in semiotics and linguistics presents the vilem mathesius lecture series 13 november 9 - - 20 , 1998 prague , czech republic call for participation & call for grant applications the thirteenth cycle of the vilem mathesius lecture series , organized by the vilem mathesius centre for research and education in semiotics and linguistics ( charles university ) , will be held in prague , czech republic , from november 9 until 20 , 1998 . the scientific program will consist of the following invited courses ( usually three 90 minutes lectures ) : * emmon bach ( canada ) : "" problems of universal and parochial grammar "" * joan bresnan ( usa ) : "" optimal syntax "" * nicoletta calzolari ( italy ) : "" corpus based lexicon building "" * bernard comrie ( germany ) : "" ( 1 ) advances in our understanding of relative clauses . ( 2 ) form and function in reference-tracking systems . ( 3 ) agreement in tsez ( ne caucasian ) : a typological assessment . "" * edward l . keenan ( usa ) : < tba > * christian lehmann ( germany ) : "" typology of possession "" * karen sparck - jones ( england ) : "" information retrieval and language processing "" * hans uszkoreit ( germany ) : "" modelling of linguistic performance "" * bonnie webber ( usa ) : < tba > we are still waiting for confirmation from m . a . k . halliday , and h - j . lieb . among the czech lecturers invited to vmc 13 are frantisek cermak , miroslav cervenka , jan firbas , jan hajic , eva hajicova , jaroslav peregrin , and petr sgall . the exact time schedule will be announced later . grants ( deadline : may 31 , 1998 ) a limited number of grants is available for students from post-communist countries . the deadline for application is * may 31 , 1998 * . ideally , an application for a grant should include a letter of motivation and a letter of recommendation by a supervisor . applications should be send to professor eva hajicova at the address below . applicants will be notified by the end of june regarding approval of their application . participation ( deadline : september 15 , 1998 ) the participation fee for vmc 13 is usd 350 , which includes tuition fee , accommodation , and lunches . in order to ensure accommodation , ( paying ) participants should register before * september 15 , 1998 * . please contact mrs . brdickova or prof . hajicova at the following address for registration or further information . mrs . libuse brdickova institute of formal and applied linguistics ufal mff uk malostranske nam . 25 cz-11800 praha 1 czech republic { hajicova , brdickov } @ ufal . mff . cuni . cz ( phone ) + + 420 - 2-2191 - 4278 ( fax ) + + 420 - 2-2191 - 4309 check our website at http : / / kwetal . ms . mff . cuni . cz / ~ gj / vmc / . - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - geert - jan m . kruijff institute of formal & applied linguistics / linguistic data laboratory faculty of mathematics and physics , charles university malostranske nam . 25 , cz-118 00 prague 1 , czech republic phone : + + 420 - 2-2191 - 4255 fax : + + 420 - 2-2191 - 4309 email : gj @ ufal . ms . mff . cuni . cz , gj @ acm . org www : http : / / kwetal . ms . mff . cuni . cz / ~ gj /",0
9967,">>>Hal DeVore said:
 >     ""Brent said in his book""
 >     This Paste function can be convenient, but it turns out that
 >     users still need to keep track of the difference between the
 >     two selections.  If a user only understands the CLIPBOARD,
 >     then the user of PRIMARY is only surprising.  I learned that
 >     it is best to have a separate paste user action for the two
 >     selections.  The convention is that  sets
 >     the insert point and inserts the PRIMARY selection. ... The
 >     <> event (e.g., the Paste key) simply inserts the
 >     CLIPBOARD selection at the current insert point. ...Yeah, I learned by hearing exmh users scream in agony.  Sorry about
all that.  We should be able to clean this up.  If you grep for
""bind"" in seditBind you quickly find the Text_Selection proc
I described in the previous email.--
Brent Welch
Software Architect, Panasas Inc
Pioneering the World's Most Scalable and Agile Storage Network
www.panasas.com
welch@panasas.com_______________________________________________
Exmh-users mailing list
Exmh-users@redhat.com
https://listman.redhat.com/mailman/listinfo/exmh-users
",0
1760,"concur, but just ignore the razor errors during the make test of spamassassin. That recently started failing but appears just to be the test failing. -----Original Message----- From: Justin Mason [mailto:yyyy@spamassassin.taint.org] Sent: Thursday, August 08, 2002 9:07 AM To: Michael Graff Cc: razor-users@example.sourceforge.net Subject: Re: [Razor-users] New to razor Michael Graff said:> I'm trying to get spamassassin 2.31 and razor (latest) to play > together. From what I see, this isn't likely to happen trivially,Mike -- use the CVS version of SpamAssassin. it works well and supports Razor 2.--j. ------------------------------------------------------- This sf.net email is sponsored by:ThinkGeek Welcome to geek heaven. http://thinkgeek.com/sf _______________________________________________ Razor-users mailing list Razor-users@lists.sourceforge.net https://lists.sourceforge.net/lists/listinfo/razor-users ------------------------------------------------------- This sf.net email is sponsored by:ThinkGeek Welcome to geek heaven. http://thinkgeek.com/sf _______________________________________________ Razor-users mailing list Razor-users@lists.sourceforge.net https://lists.sourceforge.net/lists/listinfo/razor-users",0
11791,empty,1
1664,"On Tue, Aug 06, 2002 at 09:46:27AM +0100, Matthew French wrote:
> Declan Houlihan mentioned:
> > We're actually investigating switching from Sparc/Solaris to
> > Intel/Linux.
> 
> And then:
> > At the moment at work, if we want a new workstation, we just
> > buy whatever Sun's latest system is, we jumpstart it, and
> > that's it, it's up and running.sorry, i missed this.  redhat supplies something similar called kickstart
(guess who inspired them?).  pc hardware is dumb, so you'll need to use
a floppy.  otoh, every jumpstart config i've seen required rarp plus
plugging the new box's ethernet+ip into a file.  a kickstart boot can
just use a dhcp server.kevin-- 
kevin@suberic.net     that a believer is happier than a skeptic is no more to
fork()'ed on 37058400    the point than the fact that a drunken man is happier
meatspace place: home       than a sober one. the happiness of credulity is a
http://ie.suberic.net/~kevin   cheap & dangerous quality -- g.b. shaw-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie
",0
830,"=================================Guaranteed to increase, lift and firm your
breasts in 60 days or your money back!!100% herbal and natural.  Proven formula since 
1996.  Increase  your bust by 1 to 3 sizes within 30-60 
days and be all natural.  Click here:
http://202.101.163.34:81/li/wangxd/Absolutely no side effects!
Be more self confident!
Be more comfortable in bed!
No more need for a lift or support bra!100% GUARANTEED AND FROM A NAME YOU KNOW AND 
TRUST!
**************************************************You are receiving this email as a double opt-in 
subscriber to the Standard Affiliates Mailing 
List. 
To remove yourself from all related email lists,
just click here:
http://64.123.160.91:81/li/gg/unsubscriber.asp?userid=ilug@linux.ie-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",1
9220,"ThosStew@aol.com writes:> In a message dated 7/23/2002 6:02:27 PM, dl@silcom.com writes:
> 
> >If we're willing to count artificial
> >selection as genetic engineering, 
> 
> Of course was genetic engineering. It used the fundamental mechanism of 
> genetics (inheritance of traits), and not randomly, but 
> intentionally--breeding for long fur, fat hams, whatever. The degree to which 
> the engineers--farmers, breeders--understood exactly how the mehcanism works 
> is only marginally relevant to the question of whether it was engineering. Naw, I still disagree, again because if I'm going to be so loose
with the definitions, then I'd have to say that I myself am a
genetically engineered organism.  But I'm natural, baby.  My parents
were attracted to each other's phenotypes, mixed some genes in the
hopes that those genotypes would get in there, and grew me around
them.  Sure, they engineered the process when they selected each
other.  But they didn't engineer the genetics.  If genetic enginering
wasn't such an important topic today, it wouldn't be such an important
distinction.I guess that the reason that I disagree is that some groups arguing
against any checks on genetic engineering use that same argument -
""we've been doing it since prehistory, so we don't need to apply any
caution today"".-- 
Karl Anderson      kra@monkey.org           http://www.monkey.org/~kra/
http://xent.com/mailman/listinfo/fork
",0
